"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-181 0.15028922994537 3 249 "GO:0042578;GO:0016791" "phosphoric ester hydrolase activity" 0.367366104109245
-434 0.00973031489237422 3 137 "GO:0042626;GO:0015405;GO:0016820;GO:0043492;GO:0015399;GO:0042625" "primary active transmembrane transporter activity" 0.0663674581279869
-206 0.726131941515603 2 11 "GO:0042800" "histone methyltransferase activity (H3-K4 specific)" 0.847662899544012
95 0.392381501594883 2 319 "GO:0042802" "identical protein binding" 0.606352039183343
229 0.0564819704686884 2 273 "GO:0042803;GO:0046983" "protein dimerization activity" 0.206891365901973
-53 0.951401739588373 4 5 "GO:0042809" "vitamin D receptor binding" 0.982188225942485
1855 0.000225078570964096 3 15 "GO:0042813" "Wnt-activated receptor activity" 0.00347816729192955
-52 0.915715153482368 4 16 "GO:0042826" "histone deacetylase binding" 0.961773552353295
587 0.500252597522191 2 5 "GO:0042887" "amide transmembrane transporter activity" 0.696366800512222
-978 0.261230606736163 2 5 "GO:0042895" "antibiotic transporter activity" 0.501664213712748
1521 0.00248478209606034 2 15 "GO:0042923" "neuropeptide binding" 0.0248227221515523
398 0.588088475535116 2 7 "GO:0042974" "retinoic acid receptor binding" 0.75263665314755
-275 0.638885593666155 5 11 "GO:0043014" "alpha-tubulin binding" 0.795790745763007
145 0.788462580895285 2 13 "GO:0043015" "gamma-tubulin binding" 0.886124423301633
-181 0.452133189801745 2 66 "GO:0043021" "ribonucleoprotein complex binding" 0.654699450532834
-526 0.146569397041848 3 29 "GO:0043022" "ribosome binding" 0.367366104109245
-416 0.632384542747126 3 5 "GO:0043023" "ribosomal large subunit binding" 0.791681408578364
86 0.894821454540904 3 9 "GO:0043024" "ribosomal small subunit binding" 0.945489763398455
1180 0.137662603736149 2 6 "GO:0043027" "cysteine-type endopeptidase inhibitor activity involved in apoptotic process" 0.354552903893363
993 0.106896983942823 2 10 "GO:0043028" "cysteine-type endopeptidase regulator activity involved in apoptotic process" 0.302925837018487
171 0.844290027112211 3 5 "GO:0043047" "single-stranded telomeric DNA binding" 0.921473203161473
-694 0.00683998059883944 2 58 "GO:0043130;GO:0032182" "small conjugating protein binding" 0.0508627128740767
-113 0.78027395410047 2 23 "GO:0043138" "3'-5' DNA helicase activity" 0.881932503548988
1455 0.0132182369059182 2 11 "GO:0043139" "5'-3' DNA helicase activity" 0.0836297229488244
-190 0.671312870585021 2 19 "GO:0043140;GO:0009378" "ATP-dependent 3'-5' DNA helicase activity" 0.810657422476906
1359 0.0647713113292974 2 7 "GO:0043141" "ATP-dependent 5'-3' DNA helicase activity" 0.221502112812792
-394 0.231764181848384 2 35 "GO:0043178" "alcohol binding" 0.466832537368741
1402 0.107317089245758 2 5 "GO:0043236" "laminin binding" 0.303247432183013
406 0.55540160456553 2 8 "GO:0043295;GO:1900750" "glutathione binding" 0.732507068264869
-685 0.319886787599126 2 8 "GO:0043325" "phosphatidylinositol-3,4-bisphosphate binding" 0.538957466670418
666 0.236341119853632 2 12 "GO:0043394" "proteoglycan binding" 0.467694991704089
-36 0.958301499149075 3 8 "GO:0043395" "heparan sulfate proteoglycan binding" 0.986222874774646
-648 0.157952830230879 3 18 "GO:0043531" "ADP binding" 0.375046085807638
-12 0.984619111818381 3 10 "GO:0043539" "protein serine/threonine kinase activator activity" 0.989841763819479
-526 0.444705018407194 3 8 "GO:0043548" "phosphatidylinositol 3-kinase binding" 0.647736764660847
-128 0.861719652389595 3 7 "GO:0043560" "insulin receptor substrate binding" 0.930393816826757
716 8.51954519449488e-10 2 290 "GO:0043565" "sequence-specific DNA binding" 5.61722013157029e-08
-293 0.128788385018916 5 103 "GO:0043566" "structure-specific DNA binding" 0.344289574463174
-394 0.502369135052868 3 11 "GO:0043621" "protein self-association" 0.697813306976526
438 0.0017840191960031 6 198 "GO:0044212;GO:0000975;GO:0001067" "regulatory region DNA binding" 0.019604388720523
697 0.109415155092681 3 20 "GO:0044325" "ion channel binding" 0.305682453069665
1287 0.105191765951994 3 6 "GO:0044548" "S100 protein binding" 0.300678198053532
-792 5.49514083230633e-17 2 454 "GO:0044822" "poly(A) RNA binding" 1.08693885663019e-14
1033 0.235241931572062 5 5 "GO:0045125" "bioactive lipid receptor activity" 0.467694991704089
276 0.571506225807745 1 16 "GO:0045182" "translation regulator activity" 0.741758080477506
330 0.631211047471218 2 8 "GO:0045309" "protein phosphorylated amino acid binding" 0.79121384784415
-649 0.247940455528969 2 12 "GO:0045502" "dynein binding" 0.480810020623824
971 0.264367487535165 3 5 "GO:0045545" "syndecan binding" 0.502806625331304
-195 0.791330591642633 1 7 "GO:0045735" "nutrient reservoir activity" 0.886143012280258
-1012 0.0173427671482014 2 21 "GO:0046332" "SMAD binding" 0.0991444896507005
471 0.494159772790519 3 8 "GO:0046625" "sphingolipid binding" 0.692243647719296
648 3.23495422545266e-06 2 201 "GO:0046873" "metal ion transmembrane transporter activity" 0.000103205475128151
-300 0.705556479692365 4 6 "GO:0046875" "ephrin receptor binding" 0.835391915628434
621 0.0063306448063828 3 74 "GO:0046906;GO:0020037" "tetrapyrrole binding" 0.0483314464274159
-464 0.275333321639264 2 21 "GO:0046915" "transition metal ion transmembrane transporter activity" 0.511105784320915
-869 0.0230347030071114 3 26 "GO:0046933;GO:0044769;GO:0046961;GO:0036442" "ATPase activity, coupled to transmembrane movement of ions, rotational mechanism" 0.116827288584785
-418 0.570135043900589 2 7 "GO:0046934;GO:0052813" "phosphatidylinositol-4,5-bisphosphate 3-kinase activity" 0.741758080477506
200 0.73289417444845 4 11 "GO:0046966" "thyroid hormone receptor binding" 0.852550940495626
-288 0.741202337070663 2 5 "GO:0046975" "histone methyltransferase activity (H3-K36 specific)" 0.856609050759572
464 0.0375140714998928 2 77 "GO:0046982" "protein heterodimerization activity" 0.162014920145825
-1094 0.168431859717139 6 6 "GO:0047184" "1-acylglycerophosphocholine O-acyltransferase activity" 0.387751992550285
1083 0.0539245182097606 2 12 "GO:0047372" "acylglycerol lipase activity" 0.199742878312559
21 0.964047934590667 2 18 "GO:0047429" "nucleoside-triphosphate diphosphatase activity" 0.986367483161679
97 0.816009660840798 3 22 "GO:0047485" "protein N-terminus binding" 0.902722096836185
-198 0.747548116632237 2 10 "GO:0047555" "3',5'-cyclic-GMP phosphodiesterase activity" 0.860681126134205
1445 0.0495458475065247 2 7 "GO:0047617;GO:0016290" "acyl-CoA hydrolase activity" 0.189192444725687
425 0.197018731025021 2 35 "GO:0048029" "monosaccharide binding" 0.420845626314786
-591 1.86443863200954e-05 2 205 "GO:0048037" "cofactor binding" 0.000446253949187433
-1074 0.0390506830041658 2 14 "GO:0048038" "quinone binding" 0.16295833540557
-51 0.934328312966894 2 10 "GO:0048256;GO:0017108" "flap endonuclease activity" 0.972431151913402
-490 0.314034195712476 3 16 "GO:0048306" "calcium-dependent protein binding" 0.534863029439511
379 0.558964120200033 2 9 "GO:0048365" "Rac GTPase binding" 0.733177075434791
2688 0.0020070472961141 3 5 "GO:0048407" "platelet-derived growth factor binding" 0.0206767684985088
-734 0.158433858857524 2 14 "GO:0048487" "beta-tubulin binding" 0.375046085807638
-1078 0.215537821217784 2 5 "GO:0050265" "RNA uridylyltransferase activity" 0.44311471080139
-937 0.238209564657967 5 6 "GO:0050308;GO:0019203" "carbohydrate phosphatase activity" 0.468368309039223
139 0.861405564512364 4 6 "GO:0050321" "tau-protein kinase activity" 0.930393816826757
-554 0.524682258096959 2 5 "GO:0050431" "transforming growth factor beta binding" 0.71181173286405
-276 0.236921325423406 3 70 "GO:0050660" "flavin adenine dinucleotide binding" 0.467694991704089
-570 0.143805610988643 4 25 "GO:0050661" "NADP binding" 0.36610883666619
-494 0.0028319477142307 3 141 "GO:0050662" "coenzyme binding" 0.0269307335516746
-212 0.717651157492266 4 11 "GO:0050664" "oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor" 0.842941799002198
715 0.298690069663633 2 8 "GO:0050681" "androgen receptor binding" 0.524697120599171
1360 0.0481531564871445 2 8 "GO:0050694" "galactose 3-O-sulfotransferase activity" 0.186758712807004
679 0.435457714401449 5 5 "GO:0050698" "proteoglycan sulfotransferase activity" 0.643748399914848
108 0.883309900258212 2 7 "GO:0050699" "WW domain binding" 0.939347840167066
1645 0.0587226012632273 4 5 "GO:0050750;GO:0070325" "lipoprotein particle receptor binding" 0.209663005954266
894 0.304146203495016 2 5 "GO:0050811" "GABA receptor binding" 0.528647794827014
88 0.642362471126627 3 108 "GO:0050839" "cell adhesion molecule binding" 0.796110882135632
1259 0.0407865062532081 2 10 "GO:0050840" "extracellular matrix binding" 0.167209683362847
987 0.0427381024449585 2 16 "GO:0050997" "quaternary ammonium group binding" 0.171821070398634
1519 0.0389089629519124 5 7 "GO:0051010" "microtubule plus-end binding" 0.16295833540557
-60 0.847461348367974 2 39 "GO:0051015" "actin filament binding" 0.921607939859874
-225 0.688445411978304 2 12 "GO:0051018" "protein kinase A binding" 0.822162702626117
-135 0.84507198712584 2 8 "GO:0051019" "mitogen-activated protein kinase binding" 0.921473203161473
-889 0.148716091978107 2 10 "GO:0051059" "NF-kappaB binding" 0.367366104109245
-362 0.218947226336259 2 44 "GO:0051082" "unfolded protein binding" 0.447634293436454
-180 0.672362892025951 3 21 "GO:0051087" "chaperone binding" 0.810935244163007
-487 0.288423606903788 4 18 "GO:0051117" "ATPase binding" 0.518638085868811
-319 0.354820515131944 3 32 "GO:0051119;GO:0015144;GO:1901476" "carbohydrate transmembrane transporter activity" 0.571526855806991
1226 0.0147206547608412 2 15 "GO:0051183" "vitamin transporter activity" 0.0880466418868845
1009 0.0856788724900099 2 11 "GO:0051184" "cofactor transporter activity" 0.260727399669599
782 0.369009730241473 2 5 "GO:0051185" "coenzyme transporter activity" 0.58673733634858
248 0.281564797085702 3 72 "GO:0051213" "dioxygenase activity" 0.514248671888678
746 0.10430761243781 3 18 "GO:0051219" "phosphoprotein binding" 0.299015155655055
-910 0.00649753697660494 3 34 "GO:0051287" "NAD binding" 0.049053924197422
2319 0.0035112575194843 2 6 "GO:0051379" "epinephrine binding" 0.0321540156182405
1033 0.133310467109631 5 8 "GO:0051393;GO:0042805" "alpha-actinin binding" 0.34940636539543
-546 0.0302989535312053 2 60 "GO:0051536;GO:0051540" "iron-sulfur cluster binding" 0.140683873438319
-520 0.271023537919448 4 17 "GO:0051537" "2 iron, 2 sulfur cluster binding" 0.509586081753487
-424 0.169371952256545 2 40 "GO:0051539" "4 iron, 4 sulfur cluster binding" 0.387751992550285
647 0.293617527255505 2 10 "GO:0051721" "protein phosphatase 2A binding" 0.521342431697836
-272 0.658299909032883 3 10 "GO:0051861" "glycolipid binding" 0.800810098442216
-301 0.662168023949371 2 8 "GO:0051864" "histone demethylase activity (H3-K36 specific)" 0.80336050939978
-155 0.774765406719365 4 13 "GO:0051879" "Hsp90 protein binding" 0.878719022070472
107 0.90225506720178 2 5 "GO:0051880" "G-quadruplex DNA binding" 0.951311579384393
-29 0.96204648898359 6 10 "GO:0051998;GO:0010340" "carboxyl-O-methyltransferase activity" 0.986367483161679
217 0.196944887865688 3 137 "GO:0052689" "carboxylic ester hydrolase activity" 0.420845626314786
-326 0.517200868506205 3 15 "GO:0052742" "phosphatidylinositol kinase activity" 0.705533322693292
-1904 0.00334909140248301 7 9 "GO:0052743;GO:0046030" "inositol tetrakisphosphate phosphatase activity" 0.0309556205332308
-1065 0.0286882802204081 2 16 "GO:0052745" "inositol phosphate phosphatase activity" 0.139767040088589
338 0.564625666371559 2 11 "GO:0052890" "oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor" 0.737668142723212
1305 0.13385902923245 2 5 "GO:0060002" "plus-end directed microfilament motor activity" 0.34940636539543
-497 0.00270071534917924 2 141 "GO:0060589;GO:0005096;GO:0030695" "nucleoside-triphosphatase regulator activity" 0.0261863478464536
-665 0.333883985689135 3 8 "GO:0060590" "ATPase regulator activity" 0.554976910666478
444 0.0691861003568546 2 64 "GO:0061134" "peptidase regulator activity" 0.228846331949596
451 0.370098876311294 2 15 "GO:0070006" "metalloaminopeptidase activity" 0.587524540404285
210 0.0341565664658554 2 409 "GO:0070011;GO:0008233" "peptidase activity" 0.151344288220763
-346 0.638028927311921 2 7 "GO:0070034" "telomeric RNA binding" 0.795725862687881
-789 0.116693783996705 4 15 "GO:0070063" "RNA polymerase binding" 0.320583756590948
546 0.530243106196683 3 5 "GO:0070064" "proline-rich region binding" 0.714861789031881
-1291 0.079213271962488 2 7 "GO:0070182" "DNA polymerase binding" 0.249496579525161
465 0.40767112253393 2 12 "GO:0070273" "phosphatidylinositol-4-phosphate binding" 0.616493486523023
-565 0.516620370716448 2 5 "GO:0070290" "NAPE-specific phospholipase D activity" 0.705533322693292
1281 0.0177285392362454 5 13 "GO:0070330;GO:0016712" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen" 0.10019157316941
-827 0.342190020671676 2 5 "GO:0070402" "NADPH binding" 0.559863027108416
-1078 0.0965634622927637 4 9 "GO:0070403" "NAD+ binding" 0.282548118957229
-1594 0.0670770012985126 3 5 "GO:0070410" "co-SMAD binding" 0.225643381919146
-876 0.314211749347175 3 5 "GO:0070412" "R-SMAD binding" 0.534863029439511
-970 0.135118678369195 2 9 "GO:0070530" "K63-linked polyubiquitin binding" 0.349828230162589
-277 0.514328162995392 2 21 "GO:0070566" "adenylyltransferase activity" 0.705533322693292
21 0.980550587123684 2 5 "GO:0070567" "cytidylyltransferase activity" 0.989841763819479
-897 0.258685990822959 3 6 "GO:0070568" "guanylyltransferase activity" 0.498714317590461
-974 0.156863491924539 3 8 "GO:0070569" "uridylyltransferase activity" 0.37382649039366
1152 0.117367302006857 2 7 "GO:0070573" "metallodipeptidase activity" 0.321540891093578
-90 0.884298325611291 2 10 "GO:0070577" "histone acetyl-lysine binding" 0.939388876508665
-751 0.149265930130444 5 14 "GO:0070739" "protein-glutamic acid ligase activity" 0.367366104109245
789 0.0773156658134409 2 19 "GO:0070851" "growth factor receptor binding" 0.247460173105156
193 0.779635815874699 2 8 "GO:0070888" "E-box binding" 0.881932503548988
333 0.674767883585198 3 6 "GO:0071889" "14-3-3 protein binding" 0.81284462468424
-351 0.48491014957001 4 15 "GO:0071949" "FAD binding" 0.686935846594744
202 0.487959463305007 4 45 "GO:0072341" "modified amino acid binding" 0.687452862120587
849 0.0644892850636352 2 18 "GO:0072349" "modified amino acid transmembrane transporter activity" 0.221502112812792
243 0.207817957609626 5 103 "GO:0072509" "divalent inorganic cation transmembrane transporter activity" 0.434085178570047
-666 0.236282340734452 2 12 "GO:0080025" "phosphatidylinositol-3,5-bisphosphate binding" 0.467694991704089
-189 0.770796613269753 2 9 "GO:0090079" "translation regulator activity, nucleic acid binding" 0.877235731327716
1953 0.00794530253001709 2 7 "GO:0090482" "vitamin transmembrane transporter activity" 0.0569413347984558
96 0.888992971284909 3 8 "GO:0097027;GO:0055106;GO:0055103" "ubiquitin-protein ligase regulator activity" 0.94336271309096
-162 0.792063117144336 3 10 "GO:0097110" "scaffold protein binding" 0.886143012280258
833 0.294235158139994 6 6 "GO:0097153" "cysteine-type endopeptidase activity involved in apoptotic process" 0.521502816129846
2110 0.0153187377439348 3 5 "GO:0097603" "temperature-gated ion channel activity" 0.0896463409985297
-2198 0.0115688741871748 2 5 "GO:0098519" "nucleotide phosphatase activity, acting on free nucleotides" 0.0762774438074392
-571 0.0145565513345862 3 70 "GO:0098641;GO:0045296;GO:0098632;GO:0098631" "cadherin binding" 0.0877831053043034
2324 7.54656857974926e-05 3 11 "GO:1901338" "catecholamine binding" 0.0014927112650744
-505 0.213835272758743 2 23 "GO:1901505" "carbohydrate derivative transporter activity" 0.442433231712127
905 0.0202288874334177 2 25 "GO:1901618" "organic hydroxy compound transmembrane transporter activity" 0.106233302491045
1203 8.17293194785223e-09 2 88 "GO:1901681" "sulfur compound binding" 4.75472335083874e-07
-82 0.87907959188655 2 13 "GO:1901682" "sulfur compound transmembrane transporter activity" 0.938819928162866
-499 0.0498869817368818 3 59 "GO:1901981" "phosphatidylinositol phosphate binding" 0.189762403606831
-815 0.0181185597749933 2 32 "GO:1902936" "phosphatidylinositol bisphosphate binding" 0.100985286877572
